published_at,brand,content,Customer ID,Question,Tenure Type,Management area,Age Group,Ethnicity,Property Type,Disability (No Data for 2023)
01/04/2023,TSM Survey,"Give due warning of any repairs that are taking place. They are replacing our rear fences between the eight properties here but the first I knew was when they came to start. Northstar have not communicated about this at all, however apart from that I have no problems. It is just that all of a sudden we have had to prepare for them by removing shrubs and such.",FEAT010020001,What could North Star do to make you more satisfied with the service provided?,General Needs,Cotherstone,Over 75,White British,House,
01/04/2023,TSM Survey,"It is my garden, the wall is wobbly. I have called them about it and they came to see it but I do not know if it will be done or not? Otherwise the repairs are good, it is just my wobbly wall which has been going on since October. I have lived here for 26 years now so I know them pretty well.  I love my home and also my neighbours are great.",GRAN030300001,What could North Star do to make you more satisfied with the service provided?,General Needs,Thornaby,56-65,Asian or Asian British Pakistani,House,
01/04/2023,TSM Survey,Communicate with each other better. For quite a while there have been problems arranging repairs and I have made a formal complaint. I was repeatedly told that my not repair was not logged in on the system when it had definitely been reported.,GRAN020680003,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,26-35,White British,House,
01/04/2023,TSM Survey,They could be more fix the issues that I currently have and I have already discussed with them.,VERB010390003,What could North Star do to make you more satisfied with the service provided?,Supported,Stockton,25 and under,White British,House,
01/07/2023,TSM Survey,Repairs take forever to be addressed or not even replied to. So improvement on doing and replying back on repairs.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Thornaby,46-55,White British,House,
01/07/2023,TSM Survey,"I need any service, they provide me it on time. I last contacted North Star about a day ago.",AYRE020480004,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,56-65,Asian or Asian British Pakistani,House,
01/07/2023,TSM Survey,They could upgrade on things like take out the extractors and make the repairs more frequent.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,46-55,Refused,House,
01/07/2023,TSM Survey,"I would be more satisfied if North Star dealt with the outstanding repairs in the property, such as the security light at the back and the window.",Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Hartlepool,56-65,White British,FLAT,
01/07/2023,TSM Survey,I don't know.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Mickleton,56-65,White British,House,
01/07/2023,TSM Survey,"I would be satisfied if North Star could organize repairs around working people, and provide a more specific timeslot.",CHAP020010002,What could North Star do to make you more satisfied with the service provided?,General Needs,Hamsterley,56-65,White British,Bungalow,
01/07/2023,TSM Survey,"The gas service is alright every year, sometimes they take a while for people to come out.",Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Barnard Castle,56-65,White British,Bungalow,
01/07/2023,TSM Survey,Easier contact,BIRC010001601,What could North Star do to make you more satisfied with the service provided?,General Needs,Barnard Castle,Over 75,White British,FLAT,
01/07/2023,TSM Survey,I have been waiting for a repair to be done for the past three months.,CHEL020330003,What could North Star do to make you more satisfied with the service provided?,General Needs,Teesdale,36-45,White British,House,
01/07/2023,TSM Survey,Do the jobs.,FALL010030002,What could North Star do to make you more satisfied with the service provided?,General Needs,Cockfield,26-35,White British,House,
01/07/2023,TSM Survey,"Sometimes it takes ages to get something done. For instance two years ago I had no heating for about six months until I finally told them I was going to the press.  I have rheumatoid arthritis.  They did a good job and didn't leave a mess but left it for that long I thought it was taking too long if it costs them any thing they take ages to thing about it.  I had flood about three weeks ago, it was to do with the water board and North Star.  All I got was a dehumidifier and I had to pay for my sitting room and had to pay for it.   No one has been made accountable.  I am not responsible for it.    Our bathroom and kitchen was flooded and no one wanted to take responsibility.      They should  have taken the cost of it and find out who was to blame and pay for it.  I had to buy new carpet and flooring.  Some one was accountable for it.   They should make themselves accountable.   They should have helped.   It's as if its too much trouble for them when it's like that they wash their hands of it and we have to do it ourselves and pay for it ourselves.",MANO020880001,What could North Star do to make you more satisfied with the service provided?,General Needs,Cockfield,66-75,White British,House,
01/07/2023,TSM Survey,Better communiaction regarding repairs,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Hartlepool,26-35,White British,House,
01/07/2023,TSM Survey,Just sorting some of the stuff at the house.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Darlington,56-65,Black or Black British Caribbean,House,
01/07/2023,TSM Survey,When they send someone to do a job they should get management to come and check it.,GRAN020840003,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,36-45,Asian or Asian British Other,House,
01/07/2023,TSM Survey,More communication.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Barnard Castle,Over 75,White British,FLAT,
01/07/2023,TSM Survey,Put me a new boiler in like everyone else has had but myself. And make my solar panels work.,Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,26-35,White British,House,
01/07/2023,TSM Survey,"They could improve the upkeep of the properties, they're not kept up to a very high standard and you have to wait a very long time for repairs to be done.",Anonymous,What could North Star do to make you more satisfied with the service provided?,General Needs,Evenwood,66-75,White British,Bungalow,
01/07/2023,TSM Survey,"Some repairs are missed. The tradesmen do not arrive to do the repair. We are supposed to be having new windows installed this year, but nothing has happened so far. This also applies to the roof.",AYRE010120001,What could North Star do to make you more satisfied with the service provided?,General Needs,Middlesbrough,Over 75,White British,House,
01/07/2023,TSM Survey,"Just a couple of things, where I live, the old school was made into a pub with a car park and the people are parking in our spots so we can't park our cars here, they could put the sign back up again and just back onto the main road.",YARD010040001,What could North Star do to make you more satisfied with the service provided?,General Needs,REDCAR,56-65,White British,House,
